Target,Mail
ham,"['actually', 'decided', 'wa', 'hungry', 'havent', 'left', 'yet', 'v']"
ham,"['ive', 'sent', 'part']"
ham,"['co', 'wa', 'shopping', 'wif', 'darren', 'jus', 'n', 'called', 'ask', 'wat', 'present', 'wan', 'lor', 'started', 'guessing', 'wa', 'wif', 'n', 'finally', 'guessed', 'darren', 'lor']"
spam,"['want', 'cock', 'hubby', 'away', 'need', 'real', 'man', 'satisfy', 'txt', 'wife', 'string', 'action', 'txt', 'stop', 'end', 'txt', 'rec', 'ea', 'otbox', 'la', 'w']"
ham,"['understand', 'loss', 'gain', 'work', 'school']"
ham,"['u', 'missed', 'u', 'havent', 'much', 'bit', 'bored', 'holiday', 'want', 'go', 'bak', 'college', 'sad', 'isnt', 'itxx']"
ham,"['hiya', 'probably', 'coming', 'home', 'weekend', 'next']"
ham,"['dont', 'forget', 'though', 'love', 'walk', 'beside', 'watching', 'keeping', 'heart', 'warm']"
ham,"['wish', 'thing', 'different', 'wonder', 'able', 'show', 'much', 'value', 'pls', 'continue', 'brisk', 'walk', 'drug', 'without', 'askin', 'please', 'find', 'thing', 'laugh', 'love', 'dearly']"
ham,"['ok', 'day', 'making', 'dinner', 'tonite', 'invited']"
spam,"['gr', 'new', 'service', 'live', 'sex', 'video', 'chat', 'mob', 'see', 'sexiest', 'dirtiest', 'girl', 'live', 'ur', 'phone', 'detail', 'text', 'horny', 'cancel', 'send', 'stop']"
ham,"['money', 'steve', 'mate']"
ham,"['im', 'late', 'tellmiss', 'im', 'way']"
ham,"['never', 'blame', 'day', 'ur', 'life', 'good', 'day', 'give', 'u', 'happiness', 'bad', 'day', 'give', 'u', 'experience', 'essential', 'life', 'god', 'blessing', 'good', 'morning']"
ham,"['normally', 'use', 'drink', 'water', 'daily']"
ham,"['dare', 'ask', 'luck', 'sorting', 'car']"
ham,"['party', 'place', 'usf', 'charge', 'contribute', 'way', 'greatly', 'appreciated', 'yeah', 'got', 'room', 'one']"
ham,"['urgh', 'coach', 'hot', 'smell', 'chip', 'fat', 'thanks', 'especially', 'duvet', 'predictive', 'text', 'word']"
ham,"['hiya', 'wa', 'last', 'night', 'ive', 'naughty', 'bought', 'clothes', 'little', 'ready', 'shopping', 'tho', 'kind', 'time', 'wanna', 'meet']"
spam,"['freemsg', 'hi', 'baby', 'wow', 'got', 'new', 'cam', 'moby', 'wanna', 'c', 'hot', 'pic', 'fancy', 'chatim', 'win', 'utxt', 'rply', 'chat', 'hlp', 'msgp', 'rcv']"
ham,"['ive', 'trying', 'reach', 'without', 'success']"
ham,"['derek', 'done', 'class']"
ham,"['never', 'lei', 'v', 'lazy', 'got', 'wat', 'dat', 'day', 'send', 'da', 'url', 'cant', 'work', 'one']"
ham,"['never', 'try', 'alone', 'take', 'weight', 'tear', 'come', 'ur', 'heart', 'fall', 'ur', 'eye', 'always', 'remember', 'stupid', 'friend', 'share', 'bslvyl']"
ham,"['hey', 'mate', 'spoke', 'mag', 'people', 'deliver', 'end', 'month', 'deliver', 'th', 'sept', 'talk', 'later']"
ham,"['hope', 'good', 'week', 'checking']"
ham,"['haha', 'friend', 'tyler', 'literally', 'asked', 'could', 'get', 'dubsack']"
ham,"['hey', 'u', 'fancy', 'meetin', 'cha', 'hav', 'lil', 'beverage', 'txt', 'ring', 'meet', 'lr', 'quite', 'tired', 'got', 'vpist', 'love', 'pete', 'x', 'x', 'x']"
ham,"['great', 'safe', 'trip', 'dont', 'panic', 'surrender']"
ham,"['symptom', 'u', 'love', 'u', 'like', 'listening', 'song', 'u', 'get', 'stopped', 'u', 'see', 'name', 'beloved', 'u', 'wont', 'get', 'angry']"
ham,"['sun', 'ah', 'thk', 'mayb', 'dun', 'anythin', 'thk', 'book', 'e', 'lesson', 'e', 'pilate', 'orchard', 'mrt', 'u', 'noe', 'hor']"
ham,"['try', 'something', 'dear', 'read', 'something', 'exam']"
ham,"['wonder', 'world', 'th', 'th', 'ur', 'style', 'th', 'ur', 'smile', 'th', 'ur', 'personality', 'rd', 'ur', 'nature', 'nd', 'ur', 'sm', 'st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear']"
ham,"['gettin', 'rdy', 'ship', 'comp']"
ham,"['hospital', 'da', 'return', 'home', 'evening']"
ham,"['piss', 'talking', 'someone', 'realise', 'u', 'point', 'itnow', 'read', 'backwards']"
ham,"['think', 'da', 'wil']"
ham,"['im', 'awake', 'oh', 'whats']"
ham,"['good', 'afternoon', 'boytoy', 'go', 'walking', 'day', 'get', 'police', 'abstract', 'still', 'wake', 'miss', 'babe']"
ham,"['much', 'u', 'trying', 'get']"
ham,"['come', 'around', 'ltdecimalgt', 'pm', 'vikkyim', 'otside', 'nw', 'il', 'come', 'tht', 'time']"
ham,"['tell', 'address']"
ham,"['honeybee', 'said', 'im', 'sweetest', 'world', 'god', 'laughed', 'amp', 'said', 'waitu', 'havnt', 'met', 'person', 'reading', 'msg', 'moral', 'even', 'god', 'crack', 'joke', 'gmgngegn']"
ham,"['buy', 'blackberry', 'bold', 'torch', 'buy', 'new', 'used', 'let', 'know', 'plus', 'saying', 'buy', 'ltgt', 'g', 'wifi', 'ipad', 'saying', 'ltgt', 'g']"
ham,"['together', 'thinkin']"
ham,"['hiya', 'hows', 'going', 'sunny', 'africa', 'hope', 'u', 'r', 'avin', 'good', 'time', 'give', 'big', 'old', 'silver', 'back', 'big', 'kiss']"
ham,"['time', 'come', 'tomorrow']"
spam,"['wanna', 'laugh', 'try', 'chitchat', 'mobile', 'logon', 'txting', 'word', 'chat', 'send', 'cm', 'po', 'box', 'london', 'wa', 'zf', 'pmsg', 'rcvd']"
ham,"['cha', 'quiteamuzing', 'thatscool', 'babe']"
ham,"['omg', 'u', 'know', 'ate']"
spam,"['urgent', 'nd', 'attempt', 'contact', 'uu', 'call', 'b', 'tcsbcmwcnxxcallcostppmmobilesvary', 'max']"
ham,[]
ham,"['directly', 'behind', 'abt', 'row', 'behind']"
spam,"['congratulation', 'ur', 'awarded', 'cd', 'voucher', 'gift', 'guaranteed', 'free', 'entry', 'wkly', 'draw', 'txt', 'music']"
spam,"['contract', 'mobile', 'mnths', 'latest', 'motorola', 'nokia', 'etc', 'free', 'double', 'min', 'text', 'orange', 'tariff', 'text', 'yes', 'callback', 'remove', 'record']"
spam,"['urgent', 'call', 'landline', 'complimentary', 'ibiza', 'holiday', 'cash', 'await', 'collection', 'sae', 'tc', 'po', 'box', 'sk', 'wp', 'ppm']"
ham,"['plan', 'yet']"
ham,"['hi', 'engagement', 'ha', 'fixd', 'ltgt', 'th', 'next', 'month', 'know', 'really', 'shocking', 'bthmm', 'njan', 'vilikkamt', 'w', 'al', 'sudn']"
ham,"['course', 'math', 'one', 'day', 'one', 'chapter', 'one', 'month', 'finish']"
ham,"['wow', 'didnt', 'think', 'wa', 'common', 'take', 'back', 'ur', 'freak', 'unless', 'u', 'chop']"
spam,"['ur', 'chance', 'win', 'wkly', 'shopping', 'spree', 'txt', 'shop', 'tscs', 'wwwtxtshopcom', 'custcare', 'xpwk']"
ham,"['noooooooo', 'please', 'last', 'thing', 'need', 'stress', 'life', 'fair']"
spam,"['u', 'secret', 'admirer', 'looking', 'make', 'contact', 'ufind', 'rreveal', 'think', 'ur', 'specialcall', 'stopsmsppm']"
spam,"['mila', 'age', 'blonde', 'new', 'uk', 'look', 'sex', 'uk', 'guy', 'u', 'like', 'fun', 'text', 'mtalk', 'pptxt', 'st', 'free', 'increment', 'help']"
ham,"['ill', 'see', 'swing', 'bit', 'got', 'thing', 'take', 'care', 'firsg']"
ham,"['wanted', 'wish', 'happy', 'new', 'year', 'wanted', 'talk', 'legal', 'advice', 'gary', 'split', 'person', 'ill', 'make', 'trip', 'ptbo', 'hope', 'everything', 'good', 'babe', 'love', 'ya']"
ham,"['finished', 'work', 'yet', 'something']"
ham,"['tomorrow', 'going', 'theatre', 'come', 'wherever', 'u', 'call', 'tell', 'come', 'tomorrow']"
spam,"['well', 'done', 'england', 'get', 'official', 'poly', 'ringtone', 'colour', 'flag', 'yer', 'mobile', 'text', 'tone', 'flag', 'optout', 'txt', 'eng', 'stop', 'box', 'wwx']"
ham,"['right', 'wasnt', 'phoned', 'wa', 'someone', 'number', 'like']"
ham,"['ok', 'wun', 'b', 'angry', 'msg', 'u', 'aft', 'come', 'home', 'tonight']"
ham,"['good', 'time', 'nice', 'something', 'bit', 'different', 'weekend', 'change', 'see', 'ya', 'soon']"
ham,"['yo', 'sorry', 'wa', 'shower', 'sup']"
ham,"['carlos', 'pick', 'ill', 'swing', 'usf', 'little', 'bit']"
ham,"['full', 'heat', 'pa', 'applyed', 'oil', 'pa']"
ham,"['im', 'stuck', 'da', 'middle', 'da', 'row', 'da', 'right', 'hand', 'side', 'da', 'lt']"
ham,"['laid', 'airtel', 'line', 'rest']"
ham,"['hi', 'u', 'decide', 'wot', 'get', 'bday', 'ill', 'prob', 'jus', 'get', 'voucher', 'frm', 'virgin', 'sumfing']"
spam,"['freemsg', 'txt', 'call', 'claim', 'reward', 'hour', 'talk', 'time', 'use', 'phone', 'subscribegbpmnth', 'inc', 'hr', 'stoptxtstop']"
ham,"['hey', 'j', 'r', 'u', 'feeling', 'better']"
ham,"['dont', 'plan', 'staying', 'night', 'prolly', 'wont', 'back', 'til', 'late']"
ham,"['thanx', 'puttin', 'da', 'fone']"
ham,"['need', 'th', 'im', 'campus', 'atm', 'could', 'pick', 'hour', 'two']"
ham,"['oh', 'haha', 'den', 'shld', 'went', 'today', 'gee', 'nvm', 'la', 'kaiez', 'dun', 'mind', 'goin', 'jazz', 'oso', 'scared', 'hiphop', 'open', 'cant', 'catch']"
ham,"['running', 'managed', 'minute', 'needed', 'oxygen', 'might', 'resort', 'roller', 'option']"
ham,"['live', 'next', 'ltgt', 'min']"
ham,"['de', 'asking', 'like']"
ham,"['glad', 'talking']"
ham,"['wat', 'time', 'finish']"
ham,"['sorry', 'da', 'gone', 'mad', 'many', 'pending', 'work']"
ham,"['much', 'got', 'cleaning']"
ham,"['hows', 'favourite', 'person', 'today', 'r', 'u', 'workin', 'hard', 'couldnt', 'sleep', 'last', 'nite', 'nearly', 'rang', 'u']"
spam,"['sunshine', 'quiz', 'win', 'super', 'sony', 'dvd', 'recorder', 'canname', 'capital', 'australia', 'text', 'mquiz', 'b']"
ham,"['called', 'dad', 'oredi']"
ham,"['good', 'think', 'could', 'send', 'pix', 'would', 'love', 'see', 'top', 'bottom']"
ham,"['nvm', 'im', 'going', 'wear', 'sport', 'shoe', 'anyway', 'im', 'going', 'late', 'leh']"
ham,"['sorry', 'ill', 'call', 'later', 'meeting']"
ham,"['long', 'fuckin', 'showr']"
ham,"['received', 'understood', 'n', 'acted', 'upon']"
ham,"['finally', 'came', 'fix', 'ceiling']"
ham,"['u', 'need', 'presnts', 'always', 'bcz', 'u', 'cant', 'mi', 'love', 'jeevithathile', 'irulinae', 'neekunna', 'prakasamanu', 'sneham', 'prakasam', 'ennal', 'prabha', 'mn', 'prabha', 'islove', 'got', 'dont', 'mi']"
ham,"['jus', 'finish', 'blowing', 'hair', 'u', 'finish', 'dinner', 'already']"
ham,"['im', 'bus', 'love']"
ham,"['lol', 'knew', 'saw', 'dollar', 'store']"
spam,"['please', 'call', 'customer', 'service', 'representative', 'ampm', 'guaranteed', 'cash', 'prize']"
spam,"['today', 'voda', 'number', 'ending', 'selected', 'receive', 'reward', 'match', 'please', 'call', 'quoting', 'claim', 'code', 'standard', 'rate', 'apply']"
ham,"['saturday', 'sunday', 'holiday', 'difficult']"
ham,"['everybody', 'fun', 'evening', 'miss']"
ham,"['got', 'hella', 'gas', 'money', 'want', 'go', 'grand', 'nature', 'adventure', 'galileo', 'little', 'bit']"
ham,"['im', 'meeting', 'call', 'later']"
ham,"['oh', 'wow', 'thats', 'gay', 'firmware', 'update', 'help']"
ham,"['wont', 'move', 'morphine']"
ham,"['come', 'din', 'c', 'yup', 'cut', 'hair']"
ham,"['k', 'k', 'pa', 'lunch', 'aha']"
ham,"['oh', 'ho', 'first', 'time', 'u', 'use', 'type', 'word']"
ham,"['captain', 'vijaykanth', 'comedy', 'captain', 'tvhe', 'drunken']"
ham,"['course', 'guess', 'god', 'got', 'hold', 'right']"
ham,"['hide', 'anythiing', 'keeping', 'distance']"
ham,['havent']
spam,"['ripped', 'get', 'mobile', 'content', 'wwwclubmobycom', 'call', 'polytruepixringtonesgames', 'six', 'downloads']"
ham,"['sorry', 'din', 'lock', 'keypad']"
ham,"['u', 'got', 'person', 'story']"
ham,"['planning', 'come', 'chennai']"
spam,"['tried', 'contact', 'reply', 'offer', 'video', 'phone', 'anytime', 'network', 'min', 'half', 'price', 'line', 'rental', 'camcorder', 'reply', 'call']"
ham,"['god', 'created', 'gap', 'btwn', 'ur', 'finger', 'dat', 'sum', 'vry', 'special', 'fill', 'gap', 'holding', 'ur', 'hand', 'plz', 'dont', 'ask', 'created', 'much', 'gap', 'leg']"
ham,"['okay', 'going', 'sleep', 'later']"
ham,"['please', 'protect', 'ethreats', 'sib', 'never', 'asks', 'sensitive', 'information', 'like', 'passwordsatmsms', 'pin', 'thru', 'email', 'never', 'share', 'password', 'anybody']"
ham,"['finally', 'ha', 'happened', 'aftr', 'decade', 'beer', 'cheaper', 'petrol', 'goverment', 'expects', 'u', 'drink', 'dont', 'drive']"
spam,"['xmas', 'reward', 'waiting', 'computer', 'ha', 'randomly', 'picked', 'loyal', 'mobile', 'customer', 'receive', 'reward', 'call']"
ham,"['r', 'e', 'meeting', 'tmr']"
ham,"['lol', 'yes', 'add', 'spice', 'day']"
ham,"['hope', 'great', 'day']"
ham,"['prasanth', 'ettans', 'mother', 'passed', 'away', 'last', 'night', 'pray', 'family']"
ham,"['k', 'ill', 'work', 'something']"
spam,"['private', 'account', 'statement', 'show', 'unredeemed', 'point', 'call', 'identifier', 'code', 'expires']"
ham,"['message', 'great', 'doctor', 'india', 'drink', 'appy', 'fizz', 'contains', 'cancer', 'causing', 'age']"
ham,"['cant', 'pick', 'phone', 'right', 'pls', 'send', 'message']"
ham,"['call', 'tell', 'infront', 'call']"
ham,"['ok', 'prob']"
ham,"['lady', 'first', 'genus', 'second', 'k']"
ham,"['yes', 'please', 'swimming']"
ham,"['mum', 'going', 'robinson', 'already']"
ham,"['ok', 'set', 'let', 'u', 'noe', 'e', 'detail', 'later']"
ham,"['nottel', 'software', 'name']"
ham,"['send', 'print', 'da']"
ham,"['im', 'realy', 'soz', 'imat', 'mum', 'nite', 'moro']"
ham,"['wa', 'born', 'god', 'said', 'oh', 'another', 'idiot', 'born']"
ham,"['didnt', 'get', 'ur', 'full', 'msgsometext', 'missing', 'send']"
ham,"['probably', 'im', 'almost', 'gas', 'get', 'cash', 'tomorrow']"
spam,"['customer', 'service', 'announcement', 'recently', 'tried', 'make', 'delivery', 'unable', 'please', 'call', 'reschedule', 'ref']"
ham,"['forgot', 'ask', 'smth', 'card', 'da', 'present', 'lei', 'want', 'write', 'smth', 'sign']"
ham,"['im', 'leaving', 'house']"
spam,"['hi', 'babe', 'chloe', 'r', 'u', 'wa', 'smashed', 'saturday', 'night', 'wa', 'great', 'wa', 'weekend', 'u', 'missing', 'sp', 'visionsmscom', 'text', 'stop', 'stop', 'ptext']"
ham,"['ready', 'call']"
ham,"['wewa', 'iriver', 'mb']"
ham,"['good', 'thing', 'im', 'getting', 'connection', 'bw']"
ham,"['sry', 'dajst', 'nw', 'came', 'home']"
ham,"['thats', 'cool', 'hell', 'night', 'lemme', 'know', 'youre', 'around']"
ham,"['staying', 'town']"
ham,"['haha', 'yeah', 'oz', 'kind', 'shitload']"
ham,"['ok', 'u', 'take', 'shopping', 'u', 'get', 'paid']"
ham,"['life', 'mean', 'lot', 'love', 'life', 'love', 'people', 'life', 'world', 'call', 'friend', 'call', 'world', 'ge']"
ham,"['alright', 'well', 'bring', 'see', 'like', 'ltgt', 'min']"
ham,"['pls', 'dont', 'play', 'others', 'life']"
ham,"['eatin', 'lunch']"
ham,"['hmmmbut', 'give', 'one', 'day']"
ham,"['didnt', 'try', 'g', 'decided', 'head']"
ham,"['ok', 'prob']"
ham,"['surly', 'ill', 'give', 'coming', 'review']"
ham,"['march', 'ending', 'ready', 'call', 'sure', 'problem', 'capital', 'never', 'complete', 'far', 'hows', 'work', 'lady']"
ham,"['tessypls', 'favor', 'pls', 'convey', 'birthday', 'wish', 'nimyapls', 'dnt', 'forget', 'today', 'birthday', 'shijas']"
ham,"['pls', 'give', 'food', 'preferably', 'pap', 'slowly', 'load', 'sugar', 'take', 'hour', 'give', 'water', 'slowly']"
spam,"['urgent', 'mobile', 'wa', 'awarded', 'bonus', 'caller', 'prize', 'nd', 'attempt', 'contact', 'call', 'boxqu']"
ham,"['guy', 'get', 'used', 'dumb', 'realize']"
ham,"['okey', 'dokey', 'ill', 'bit', 'sorting', 'stuff']"
ham,"['dawhats', 'plan']"
ham,"['yes', 'fine']"
spam,"['win', 'winner', 'mr', 'foley', 'ipod', 'exciting', 'prize', 'soon', 'keep', 'eye', 'ur', 'mobile', 'visit', 'wwwwincouk']"
ham,"['liked', 'new', 'mobile']"
ham,['anytime']
ham,"['mmmmmmm', 'snuggle', 'deep', 'contented', 'sigh', 'whisper', 'fucking', 'love', 'much', 'barely', 'stand']"
ham,"['yar', 'say', 'got', 'error']"
ham,"['hey', 'anyway']"
ham,"['wow', 'healthy', 'old', 'airport', 'rd', 'lor', 'cant', 'thk', 'anything', 'else', 'ill', 'b', 'bathing', 'dog', 'later']"
ham,"['wif', 'family', 'booking', 'tour', 'package']"
ham,"['say', 'bold', 'torch', 'later', 'one', 'torch', 'bold']"
ham,"['haha', 'awesome', 'might', 'need', 'take', 'doin', 'tonight']"
ham,"['ya', 'knw', 'u', 'vl', 'givits', 'ok', 'thanks', 'kanoanyway', 'enjoy', 'wit', 'ur', 'family', 'wit', 'st', 'salary']"
ham,"['huh', 'slow', 'tot', 'u', 'reach', 'long', 'ago', 'liao', 'u', 'day', 'leh']"
ham,"['thats', 'cool', 'princess', 'cover', 'face', 'hot', 'sticky', 'cum']"
ham,"['big', 'brother', 'really', 'scraped', 'barrel', 'shower', 'social', 'misfit']"
ham,"['oops', 'thk', 'dun', 'haf', 'enuff', 'go', 'check', 'tell']"
ham,"['min', 'go', 'lunch']"
ham,"['hey', 'happened', 'u', 'switch', 'ur', 'cell', 'whole', 'day', 'isnt', 'good', 'u', 'care', 'give', 'call', 'tomorrow']"
ham,"['k', 'addie', 'amp', 'art', 'ill', 'get', 'home']"
ham,"['uncle', 'atlanta', 'wish', 'guy', 'great', 'semester']"
ham,"['aiyo', 'lesson', 'early', 'im', 'still', 'sleepin', 'haha', 'okie', 'u', 'go', 'home', 'liao', 'den', 'confirm', 'w', 'lor']"
ham,"['forgot', 'tell', 'smth', 'like', 'number', 'section', 'clearer']"
ham,"['yup', 'anything', 'lor', 'u', 'dun', 'wan', 'ok']"
ham,"['im', 'home', 'love', 'still', 'awake', 'loving', 'kiss']"
ham,"['hello', 'peach', 'cake', 'tasts', 'lush']"
spam,"['free', 'game', 'get', 'rayman', 'golf', 'free', 'game', 'arcade', 'st', 'get', 'ur', 'game', 'setting', 'reply', 'post', 'save', 'activ', 'press', 'key', 'arcade', 'termsapply']"
ham,"['therell', 'minor', 'shindig', 'place', 'later', 'tonight', 'interested']"
ham,"['jason', 'say', 'cool', 'pick', 'place', 'like', 'hour']"
spam,"['mobile', 'mths', 'update', 'latest', 'cameravideo', 'phone', 'free', 'keep', 'ur', 'number', 'get', 'extra', 'free', 'minstexts', 'text', 'yes', 'call']"
ham,"['career', 'tel', 'added', 'u', 'contact', 'indyarockscom', 'send', 'free', 'sm', 'remove', 'phonebook', 'sm', 'ltgt']"
ham,"['ive', 'reached', 'already']"
ham,"['dont', 'know', 'ask', 'brother', 'nothing', 'problem', 'thing', 'told']"
ham,"['keng', 'rocking', 'ash']"
ham,"['wat', 'time', 'r', 'going', 'xins', 'hostel']"
ham,"['good', 'morning', 'dear', 'shijutta', 'great', 'amp', 'successful', 'day']"
spam,"['buy', 'space', 'invader', 'chance', 'win', 'orig', 'arcade', 'game', 'console', 'press', 'game', 'arcade', 'std', 'wap', 'charge', 'see', 'ocoukgames', 'term', 'setting', 'purchase']"
ham,"['oh', 'kafter', 'placement', 'ah']"
ham,"['possession', 'especially', 'first', 'offense']"
ham,"['nt', 'driving', 'even', 'many', 'reason', 'called', 'bbdthts', 'chikku', 'hw', 'abt', 'dvg', 'coldheard', 'tht', 'vinobanagar', 'violence', 'hw', 'conditionand', 'hw', 'ru', 'problem']"
ham,"['bought', 'test', 'yesterday', 'something', 'let', 'know', 'exact', 'day', 'u', 'ovulatewhen', 'get', 'u', 'wks', 'pls', 'pls', 'dont', 'fret', 'know', 'u', 'r', 'worried', 'pls', 'relax', 'also', 'anything', 'ur', 'past', 'history', 'u', 'need', 'tell']"
ham,"['pizza', 'u', 'want']"
ham,"['keep', 'seeing', 'weird', 'shit', 'bein', 'woah', 'realising', 'actually', 'reasonable', 'im', 'oh']"
ham,"['many', 'happy', 'return', 'day', 'wish', 'happy', 'birthday']"
ham,"['ya', 'nice', 'ready', 'thursday']"
ham,"['hospital', 'da', 'return', 'home', 'evening']"
ham,"['thinking', 'u', 'x']"
spam,"['camera', 'awarded', 'sipix', 'digital', 'camera', 'call', 'fromm', 'landline', 'delivery', 'within', 'day']"
ham,"['orh', 'tot', 'u', 'say', 'still', 'dun', 'believe']"
ham,"['put', 'sign', 'choose', 'number', 'pin', 'show', 'right']"
ham,"['beauty', 'life', 'next', 'second', 'hide', 'thousand', 'secret', 'wish', 'every', 'second', 'wonderful', 'ur', 'life', 'gud', 'n']"
ham,"['thanx', 'u', 'darlinim', 'cool', 'thanx', 'bday', 'drink', 'nite', 'morrow', 'take', 'care', 'c', 'u', 'soonxxx']"
ham,"['youre', 'still', 'maybe', 'leave', 'credit', 'card', 'get', 'gas', 'get', 'back', 'like', 'told']"
spam,"['weekly', 'coolmob', 'tone', 'ready', 'download', 'week', 'new', 'tone', 'include', 'crazy', 'frogaxel', 'f', 'akonlonely', 'black', 'eyeddont', 'p', 'info', 'n']"
ham,"['well', 'boy', 'glad', 'g', 'wasted', 'night', 'applebees', 'nothing']"
spam,"['cashbincouk', 'get', 'lot', 'cash', 'weekend', 'wwwcashbincouk', 'dear', 'welcome', 'weekend', 'got', 'biggest', 'best', 'ever', 'cash', 'give', 'away']"
ham,"['ok', 'lor', 'u', 'wan', 'go', 'look', 'u']"
ham,"['u', 'wan', 'haf', 'lunch', 'im', 'da', 'canteen']"
ham,"['dont', 'make', 'life', 'stressfull', 'always', 'find', 'time', 'laugh', 'may', 'add', 'year', 'life', 'surely', 'add', 'life', 'ur', 'year', 'gud', 'niswt', 'dream']"
ham,"['hey', 'look', 'like', 'wa', 'wrong', 'one', 'kappa', 'guy', 'number', 'still', 'phone', 'want', 'text', 'see', 'around']"
spam,"['urgent', 'mobile', 'number', 'ha', 'awarded', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'valid', 'hr', 'ppm']"
spam,"['thanks', 'continued', 'support', 'question', 'week', 'enter', 'u', 'draw', 'cash', 'name', 'new', 'u', 'president', 'txt']"
ham,"['im', 'home', 'doc', 'gave', 'pain', 'med', 'say', 'everything', 'fine']"
ham,"['ard', 'rest', 'ard', 'leastwhich', 'price', 'bedrm']"
ham,"['lovely', 'night', 'xxx']"
ham,"['prepare', 'pleasured']"
ham,"['hitechnical', 'supportproviding', 'assistance', 'u', 'customer', 'call', 'email']"
ham,"['text', 'way', 'cup', 'stop', 'work', 'bus']"
ham,"['whens', 'radio', 'show']"
spam,"['unique', 'user', 'id', 'removal', 'send', 'stop', 'customer', 'service']"
ham,"['im', 'sure', 'still', 'available', 'though']"
ham,"['watever', 'relation', 'u', 'built', 'dis', 'world', 'thing', 'remains', 'atlast', 'iz', 'lonlines', 'lotz', 'n', 'lot', 'memory', 'feeling']"
ham,"['cheer', 'lou', 'yeah', 'wa', 'goodnite', 'shame', 'u', 'neva', 'came', 'c', 'ya', 'gailxx']"
ham,"['hii', 'got', 'money', 'da']"
